titulo_noticia;time_mais_citado;qtd_citacoes_time_mais_citado;qtd_total_palavras;qtd_times_citados;link
folga sem descanso;Santo André;6;695;4;https://lbf.com.br/noticias/folga-sem-descanso/
reta final;Unimed Campinas Basquete;4;544;1;https://lbf.com.br/noticias/reta-final/
apos vice campeonato da lbf 201415 uninassauamerica anuncia reformulacao no elenco;Sport/Uninassau/Inst. Todos;6;366;1;https://lbf.com.br/noticias/apos-vice-campeonato-da-lbf-201415-uninassauamerica-anuncia-reformulacao-no-elenco/
simposio brasileiro de genomica e esporte sera realizado em sao paulo;Sport/Uninassau/Inst. Todos;12;446;1;https://lbf.com.br/noticias/simposio-brasileiro-de-genomica-e-esporte-sera-realizado-em-sao-paulo/
felizdiadasmaes;Sport/Uninassau/Inst. Todos;13;807;3;https://lbf.com.br/noticias/felizdiadasmaes/
cbb e fiba americas lancam projeto de capacitacao para o basquete feminino;Nenhum time identificado;0;354;0;https://lbf.com.br/noticias/cbb-e-fiba-americas-lancam-projeto-de-capacitacao-para-o-basquete-feminino/
mais novidades;Nenhum time identificado;0;427;0;https://lbf.com.br/noticias/mais-novidades/
ha 21 anos;Sport/Uninassau/Inst. Todos;3;472;1;https://lbf.com.br/noticias/ha-21-anos/
helen luz fara uma visita a selecao brasileira feminina nesta sexta em campinas;Unimed Campinas Basquete;2;279;2;https://lbf.com.br/noticias/helen-luz-fara-uma-visita-a-selecao-brasileira-feminina-nesta-sexta-em-campinas/
frente a frente novamente;SESI Araraquara Basquete;18;806;5;https://lbf.com.br/noticias/frente-a-frente-novamente/
triplo amistoso;Sport/Uninassau/Inst. Todos;6;539;4;https://lbf.com.br/noticias/triplo-amistoso/
uninassau cabo de santo agostinho anuncia erika;Sport/Uninassau/Inst. Todos;9;586;3;https://lbf.com.br/noticias/uninassau-cabo-de-santo-agostinho-anuncia-erika/
sem dificuldades;ADRM Maringá;8;471;3;https://lbf.com.br/noticias/sem-dificuldades/
rodada dupla;Sampaio Basquete;11;583;5;https://lbf.com.br/noticias/rodada-dupla/
americana renova com as laterais ariadna felipe e karla costa;Sport/Uninassau/Inst. Todos;4;395;1;https://lbf.com.br/noticias/americana-renova-com-as-laterais-ariadna-felipe-e-karla-costa/
ituano basquete contrata erika de souza;Sport/Uninassau/Inst. Todos;5;337;2;https://lbf.com.br/noticias/ituano-basquete-contrata-erika-de-souza/
sorte mesquitense;Unimed Campinas Basquete;14;588;3;https://lbf.com.br/noticias/sorte-mesquitense/
novo_capitulo;Santo André;18;749;2;https://lbf.com.br/noticias/novo_capitulo/
quem para o vera cruz campinas;Unimed Campinas Basquete;12;638;2;https://lbf.com.br/noticias/quem-para-o-vera-cruz-campinas/
deja vu andreense;Santo André;28;801;3;https://lbf.com.br/noticias/deja-vu-andreense/
historico 22 equipes registram interesse no lbf caixa 2018;Santo André;4;990;6;https://lbf.com.br/noticias/historico-22-equipes-registram-interesse-no-lbf-caixa-2018/
santo andre engata a quinta;Santo André;22;612;4;https://lbf.com.br/noticias/santo-andre-engata-a-quinta/
reacao contida;SESI Araraquara Basquete;9;432;3;https://lbf.com.br/noticias/reacao-contida/
ricardo molina e eleito dirigente do ano;Sport/Uninassau/Inst. Todos;3;389;2;https://lbf.com.br/noticias/ricardo-molina-e-eleito-dirigente-do-ano/
time brasil vence a segunda edicao do desafio das estrelas da liga de basquete feminino lbf;Sport/Uninassau/Inst. Todos;2;660;1;https://lbf.com.br/noticias/time-brasil-vence-a-segunda-edicao-do-desafio-das-estrelas-da-liga-de-basquete-feminino-lbf/
a rosinha vai subir;Santo André;8;804;6;https://lbf.com.br/noticias/a-rosinha-vai-subir/
lbf divulga resultados dos testes de covid 19 de abril;SESI Araraquara Basquete;2;416;4;https://lbf.com.br/noticias/lbf-divulga-resultados-dos-testes-de-covid-19-de-abril/
revelacao de 2019 alana fecha com o ituano basquete;Sampaio Basquete;2;512;3;https://lbf.com.br/noticias/revelacao-de-2019-alana-fecha-com-o-ituano-basquete/
a capita renovou;Sport/Uninassau/Inst. Todos;1;488;1;https://lbf.com.br/noticias/a-capita-renovou/
em seus dominios;Pontz São José Basketball;12;470;4;https://lbf.com.br/noticias/em-seus-dominios/
de_ponta a ponta;Sampaio Basquete;19;609;2;https://lbf.com.br/noticias/de_ponta-a-ponta/
sesi araraquara troca o comando;SESI Araraquara Basquete;5;319;4;https://lbf.com.br/noticias/sesi-araraquara-troca-o-comando/
erika de souza comanda vitoria do atlanta dream sobre a china na pre temporada da wnba;Sport/Uninassau/Inst. Todos;2;358;1;https://lbf.com.br/noticias/erika-de-souza-comanda-vitoria-do-atlanta-dream-sobre-a-china-na-pre-temporada-da-wnba/
com acoes sociais e entretenimento corinthiansamericana sedia etapa inicial do paulista feminino da serie a 1;Sport/Uninassau/Inst. Todos;6;682;2;https://lbf.com.br/noticias/com-acoes-sociais-e-entretenimento-corinthiansamericana-sedia-etapa-inicial-do-paulista-feminino-da-serie-a-1/
bradesco homenageia as mulheres durante o super desafio bra das estrelas;Sport/Uninassau/Inst. Todos;1;423;1;https://lbf.com.br/noticias/bradesco-homenageia-as-mulheres-durante-o-super-desafio-bra-das-estrelas/
brasil fica com o vice campeonato no 2 mundial universitario de basquete 3x3;Salvador Basketball;3;451;2;https://lbf.com.br/noticias/brasil-fica-com-o-vice-campeonato-no-2-mundial-universitario-de-basquete-3x3/
ituano mantem pilar para o paulista;Sport/Uninassau/Inst. Todos;5;412;3;https://lbf.com.br/noticias/ituano-mantem-pilar-para-o-paulista/
do inicio ao fim;Santo André;20;512;3;https://lbf.com.br/noticias/do-inicio-ao-fim/
so deu timao 2;Santo André;6;367;4;https://lbf.com.br/noticias/so-deu-timao-2/
festa tricolor;Sampaio Basquete;28;746;2;https://lbf.com.br/noticias/festa-tricolor/
janeth arcain integra o hall of fame do basquete feminino nos estados unidos;Sport/Uninassau/Inst. Todos;1;347;1;https://lbf.com.br/noticias/janeth-arcain-integra-o-hall-of-fame-do-basquete-feminino-nos-estados-unidos/
americana recebe premios em evento da federacao paulista de basketball;Sport/Uninassau/Inst. Todos;3;252;1;https://lbf.com.br/noticias/americana-recebe-premios-em-evento-da-federacao-paulista-de-basketball/
vitoria com toque argentino;Unimed Campinas Basquete;11;419;5;https://lbf.com.br/noticias/vitoria-com-toque-argentino/
lenda viva;Santo André;16;587;2;https://lbf.com.br/noticias/lenda-viva/
em reedicao da final do paulista santo andreapaba vence sao jose e e campeao dos jogos abertos;Santo André;8;201;4;https://lbf.com.br/noticias/em-reedicao-da-final-do-paulista-santo-andreapaba-vence-sao-jose-e-e-campeao-dos-jogos-abertos/
com outra grande atuacao de jaqueline santo andre fecha serie e vai as finais do paulista;Santo André;6;390;2;https://lbf.com.br/noticias/com-outra-grande-atuacao-de-jaqueline-santo-andre-fecha-serie-e-vai-as-finais-do-paulista/
sesi nas semis;SESI Araraquara Basquete;10;464;6;https://lbf.com.br/noticias/sesi-nas-semis/
isolado;Unimed Campinas Basquete;9;745;4;https://lbf.com.br/noticias/isolado/
chegou ao fim;Nenhum time identificado;0;401;0;https://lbf.com.br/noticias/chegou-ao-fim/
com 30 pontos de alana santo andreapaba fecha primeira fase na lideranca do paulista;Santo André;4;346;4;https://lbf.com.br/noticias/com-30-pontos-de-alana-santo-andreapaba-fecha-primeira-fase-na-lideranca-do-paulista/
historia diferente;Santo André;42;621;3;https://lbf.com.br/noticias/historia-diferente/
deja vu;Santo André;12;675;3;https://lbf.com.br/noticias/deja-vu/
vera na ponta;Sampaio Basquete;13;581;3;https://lbf.com.br/noticias/vera-na-ponta/
expectativa que so cresce;Sport/Uninassau/Inst. Todos;2;681;1;https://lbf.com.br/noticias/expectativa-que-so-cresce/
sosso impulsiona a 11a do sesi araraquara;Sport/Uninassau/Inst. Todos;12;647;4;https://lbf.com.br/noticias/sosso-impulsiona-a-11a-do-sesi-araraquara/
wheeler fica com o primeiro lugar no super desafio bra de habilidades;Sport/Uninassau/Inst. Todos;5;319;2;https://lbf.com.br/noticias/wheeler-fica-com-o-primeiro-lugar-no-super-desafio-bra-de-habilidades/
sesi sai na frente 2;Sodiê Mesquita;12;400;3;https://lbf.com.br/noticias/sesi-sai-na-frente-2/
ourinhos aobe tambem se redime;ADRM Maringá;8;450;4;https://lbf.com.br/noticias/ourinhos-aobe-tambem-se-redime/
na origem;Sport/Uninassau/Inst. Todos;7;646;4;https://lbf.com.br/noticias/na-origem/
vitoria na estreia;SESI Araraquara Basquete;2;350;2;https://lbf.com.br/noticias/vitoria-na-estreia/
sodie doces mesquita lsb contrata joice coelho;Sampaio Basquete;3;273;3;https://lbf.com.br/noticias/sodie-doces-mesquita-lsb-contrata-joice-coelho/
a vez do nordeste;Sport/Uninassau/Inst. Todos;7;501;2;https://lbf.com.br/noticias/a-vez-do-nordeste/
pre jogo uni x itu;Sport/Uninassau/Inst. Todos;9;656;1;https://lbf.com.br/noticias/pre-jogo-uni-x-itu/
sao jose conquista a medalha de ouro nos jogos abertos do interior de bauru;Pontz São José Basketball;14;371;3;https://lbf.com.br/noticias/sao-jose-conquista-a-medalha-de-ouro-nos-jogos-abertos-do-interior-de-bauru/
kelly santos e patricia chuca reforcam a unimedamericana;Sport/Uninassau/Inst. Todos;3;352;1;https://lbf.com.br/noticias/kelly-santos-e-patricia-chuca-reforcam-a-unimedamericana/
miguel angelo lanca academia de basquetebol no rio de janeiro;Pontz São José Basketball;2;364;2;https://lbf.com.br/noticias/miguel-angelo-lanca-academia-de-basquetebol-no-rio-de-janeiro/
choque de estrelas;Sodiê Mesquita;13;544;4;https://lbf.com.br/noticias/choque-de-estrelas/
temos o campeao;SESI Araraquara Basquete;23;712;3;https://lbf.com.br/noticias/temos-o-campeao/
radio esporte web transmite ao vivo o jogo entre adcf unimedamericana e apabunifeb barretos;Sport/Uninassau/Inst. Todos;4;198;1;https://lbf.com.br/noticias/radio-esporte-web-transmite-ao-vivo-o-jogo-entre-adcf-unimedamericana-e-apabunifeb-barretos/
o melhor da fase de grupos;Nenhum time identificado;0;636;0;https://lbf.com.br/noticias/o-melhor-da-fase-de-grupos/
bicampeas;Nenhum time identificado;0;369;0;https://lbf.com.br/noticias/bicampeas/
duas selecoes;Sport/Uninassau/Inst. Todos;11;491;3;https://lbf.com.br/noticias/duas-selecoes/
sao bernardo e bradesco vencem nesta quarta pelo paulista feminino da serie a 2;Sport/Uninassau/Inst. Todos;1;579;1;https://lbf.com.br/noticias/sao-bernardo-e-bradesco-vencem-nesta-quarta-pelo-paulista-feminino-da-serie-a-2/
com as maos calibradas tiffany hayes apresenta excelente aproveitamento nos arremessos na lbf 201415;Sport/Uninassau/Inst. Todos;5;330;1;https://lbf.com.br/noticias/com-as-maos-calibradas-tiffany-hayes-apresenta-excelente-aproveitamento-nos-arremessos-na-lbf-201415/
uma passadinha pela base 46;Sport/Uninassau/Inst. Todos;9;540;1;https://lbf.com.br/noticias/uma-passadinha-pela-base-46/
vem jogo das estrelas;Sport/Uninassau/Inst. Todos;7;519;4;https://lbf.com.br/noticias/vem-jogo-das-estrelas/
vera cruz campinas prevalece no pernambuco;Sport/Uninassau/Inst. Todos;14;579;3;https://lbf.com.br/noticias/vera-cruz-campinas-prevalece-no-pernambuco/
radio esporte web transmite ao vivo o duelo dos invictos entre uninassauamerica e adcf unimedamericana;Sport/Uninassau/Inst. Todos;6;189;1;https://lbf.com.br/noticias/radio-esporte-web-transmite-ao-vivo-o-duelo-dos-invictos-entre-uninassauamerica-e-adcf-unimedamericana/
caca martins se apresenta a selecao brasileira adulta feminina bastante animada;Unimed Campinas Basquete;4;324;2;https://lbf.com.br/noticias/caca-martins-se-apresenta-a-selecao-brasileira-adulta-feminina-bastante-animada/
americana vence com tranquilidade na estreia dos jogos regionais de itatiba;Sport/Uninassau/Inst. Todos;6;342;1;https://lbf.com.br/noticias/americana-vence-com-tranquilidade-na-estreia-dos-jogos-regionais-de-itatiba/
caca de volta;Sampaio Basquete;4;388;4;https://lbf.com.br/noticias/caca-de-volta/
bfb blumenau decide o titulo catarinense;Nenhum time identificado;0;268;0;https://lbf.com.br/noticias/bfb-blumenau-decide-o-titulo-catarinense/
nota oficial 9;Nenhum time identificado;0;88;0;https://lbf.com.br/noticias/nota-oficial-9/
selecao convoca 17 jogadoras para o pre olimpico das americas;Sampaio Basquete;7;770;5;https://lbf.com.br/noticias/selecao-convoca-17-jogadoras-para-o-pre-olimpico-das-americas/
melhores da temporada aline mvp;SESI Araraquara Basquete;10;524;5;https://lbf.com.br/noticias/melhores-da-temporada-aline-mvp/
uninassauamerica faz sua estreia no campeonato pernambucano feminino sub 19;Sport/Uninassau/Inst. Todos;6;312;1;https://lbf.com.br/noticias/uninassauamerica-faz-sua-estreia-no-campeonato-pernambucano-feminino-sub-19/
serie encerrada;Unimed Campinas Basquete;3;611;1;https://lbf.com.br/noticias/serie-encerrada/
fiba anuncia grupos do 3x3 nos jogos olimpicos da juventude;Sport/Uninassau/Inst. Todos;3;435;1;https://lbf.com.br/noticias/fiba-anuncia-grupos-do-3x3-nos-jogos-olimpicos-da-juventude/
santo andreapaba estreia na lbf 201415 com vitoria sobre o sao josecolinas shopping;Santo André;12;509;3;https://lbf.com.br/noticias/santo-andreapaba-estreia-na-lbf-201415-com-vitoria-sobre-o-sao-josecolinas-shopping/
brasil sofre o segundo reves no campeonato mundial ao ser superado pela espanha;Sport/Uninassau/Inst. Todos;2;631;1;https://lbf.com.br/noticias/brasil-sofre-o-segundo-reves-no-campeonato-mundial-ao-ser-superado-pela-espanha/
rildo accioly destaca qualidade do grupo do sport recife para disputa da liga sul americana de clubes;Sport/Uninassau/Inst. Todos;7;454;1;https://lbf.com.br/noticias/rildo-accioly-destaca-qualidade-do-grupo-do-sport-recife-para-disputa-da-liga-sul-americana-de-clubes/
sport recife se apresenta e inicia preparacao para fase final da liga sul americana de clubes;Sport/Uninassau/Inst. Todos;2;349;1;https://lbf.com.br/noticias/sport-recife-se-apresenta-e-inicia-preparacao-para-fase-final-da-liga-sul-americana-de-clubes/
grande inicio;Santo André;14;721;3;https://lbf.com.br/noticias/grande-inicio/
vida ou morte;Nenhum time identificado;0;326;0;https://lbf.com.br/noticias/vida-ou-morte/
potybaxcatanduva anuncia larissa ex venceslau;Sport/Uninassau/Inst. Todos;3;285;2;https://lbf.com.br/noticias/potybaxcatanduva-anuncia-larissa-ex-venceslau/
americana supera basquete jaragua e tambem lidera a lbf 201415 com 100 de aproveitamento;Sport/Uninassau/Inst. Todos;2;579;1;https://lbf.com.br/noticias/americana-supera-basquete-jaragua-e-tambem-lidera-a-lbf-201415-com-100-de-aproveitamento/
clarissa dos santos mantem regularidade e aparece como a atleta mais eficiente da lbf 201415;Sport/Uninassau/Inst. Todos;4;375;1;https://lbf.com.br/noticias/clarissa-dos-santos-mantem-regularidade-e-aparece-como-a-atleta-mais-eficiente-da-lbf-201415/
ana carolina galvao e eleita a melhor arbitra da lbf 2022;Sampaio Basquete;4;446;4;https://lbf.com.br/noticias/ana-carolina-galvao-e-eleita-a-melhor-arbitra-da-lbf-2022/
vale o bronze;Pontz São José Basketball;11;727;5;https://lbf.com.br/noticias/vale-o-bronze/
santo andre leva mais uma no confronto direto;Unimed Campinas Basquete;56;646;4;https://lbf.com.br/noticias/santo-andre-leva-mais-uma-no-confronto-direto/
manha de integracao;Santo André;12;397;2;https://lbf.com.br/noticias/manha-de-integracao/
boa vitoria em casa;Sodiê Mesquita;16;428;4;https://lbf.com.br/noticias/boa-vitoria-em-casa/
selecao brasileira feminina e superada pela china taipei na estreia da universiade 2015;Sport/Uninassau/Inst. Todos;4;336;1;https://lbf.com.br/noticias/selecao-brasileira-feminina-e-superada-pela-china-taipei-na-estreia-da-universiade-2015/
damiris do amaral retorna a unimedamericana;Sport/Uninassau/Inst. Todos;2;266;1;https://lbf.com.br/noticias/damiris-do-amaral-retorna-a-unimedamericana/
tricampeao;Santo André;12;271;2;https://lbf.com.br/noticias/tricampeao/
sesi araraquara volta do sul com nova vitoria;SESI Araraquara Basquete;37;581;4;https://lbf.com.br/noticias/sesi-araraquara-volta-do-sul-com-nova-vitoria/
garotas do basquete jaragua mostraram que tambem sao pe quente;Sport/Uninassau/Inst. Todos;3;446;2;https://lbf.com.br/noticias/garotas-do-basquete-jaragua-mostraram-que-tambem-sao-pe-quente/
americana vai a final dos jogos regionais de itatiba;Sport/Uninassau/Inst. Todos;6;328;1;https://lbf.com.br/noticias/americana-vai-a-final-dos-jogos-regionais-de-itatiba/
galo voa mais alto;Sport/Uninassau/Inst. Todos;8;1053;6;https://lbf.com.br/noticias/galo-voa-mais-alto/
atleta da galera escolha e vote na sua jogadora preferida da lbf 201415;Sport/Uninassau/Inst. Todos;6;378;1;https://lbf.com.br/noticias/atleta-da-galera-escolha-e-vote-na-sua-jogadora-preferida-da-lbf-201415/
com ampla vantagem;ADRM Maringá;8;459;4;https://lbf.com.br/noticias/com-ampla-vantagem/
galo vira na baixada;Sodiê Mesquita;121;833;3;https://lbf.com.br/noticias/galo-vira-na-baixada/
